name,cnpj,trade_name,country,status,org_type
CENTRO DE INSTRUCAO DE GUERRA NA SELVA,09651520000210,,BR,,government
PRIMEIRO REGIMENTO DE CARROS DE COMBATE,09651689000199,,BR,,government
PRIMEIRO REGIMENTO DE CARROS DE COMBATE,09651689000270,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE FENIX,09652908000154,,BR,,government
FUNDO MUNICIPAL DE HABITACAO POPULAR,09652980000181,,BR,,government
ESCOLA DE SAUDE DO EXERCITO,09653181000120,,BR,,government
ESCOLA DE SAUDE DO EXERCITO,09653181000200,,BR,,government
35 BATALHAO DE INFANTARIA,09653318000146,,BR,,government
35 BATALHAO DE INFANTARIA,09653318000227,,BR,,government
BIBLIOTECA DO EXERCITO,09653678000148,,BR,,government
BIBLIOTECA DO EXERCITO,09653678000229,,BR,,government
"AGENCIA REGULADORA MUNICIPAL DE SERVICOS PUBLICOS CONCEDIDOS, SUBCONCEDIDOS OU PERMITIDOS DE PETROPOLIS",09655681000109,,BR,,government
10o BATALHAO DE INFANTARIA,09658026000104,,BR,,government
10o BATALHAO DE INFANTARIA,09658026000287,,BR,,government
FUNDO MUNICIPAL DE SAUDE,09658719000199,,BR,,government
FUNDO MUNICIPAL DE SAUDE,09660468000187,,BR,,government
LICEU ESTADUAL ALFREDO ALMEIDA MACHADO,09662516000176,,BR,,government
BASE DE ADMINISTRACAO E APOIO DA 1A REGIAO MILITAR,09662593000126,,BR,,government
BASE DE ADMINISTRACAO E APOIO DA 1A REGIAO MILITAR,09662593000207,,BR,,government
FUNDO MUNICIPAL DA CRIANCA E DO ADOLESCENTE,09663155000182,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE PACATUBA,09664082000143,,BR,,government
FUNDO MUNICIPAL DE SAUDE - F U M D E S,09664964000109,,BR,,government
COMANDO DA ARTILHARIA DIVISIONARIA DA 1 DIVISAO DE EXERCITO,09665038000158,,BR,,government
COMANDO DA ARTILHARIA DIVISIONARIA DA 1 DIVISAO DE EXERCITO,09665038000239,,BR,,government
INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE SERRANOS,09665488000140,,BR,,government
SEGUNDO BATALHAO DE INFANTARIA MOTORIZADO ESCOLA,09665759000168,,BR,,government
SEGUNDO BATALHAO DE INFANTARIA MOTORIZADO ESCOLA,09665759000249,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE GUARATINGA,09676159000103,,BR,,government
31 GRUPO DE ARTILHARIA DE CAMPANHA (ESCOLA),09677344000104,,BR,,government
31 GRUPO DE ARTILHARIA DE CAMPANHA (ESCOLA),09677344000295,,BR,,government
FUNDO MUNICIPAL DE SAUDE,09687192000120,,BR,,government
CENTRO DE AVALIACAO DO EXERCITO,09687482000174,,BR,,government
CENTRO DE AVALIACAO DO EXERCITO,09687482000255,,BR,,government
ESCOLA DE COMANDO E ESTADO MAIOR DO EXERCITO,09688074000137,,BR,,government
ESCOLA DE COMANDO E ESTADO MAIOR DO EXERCITO,09688074000218,,BR,,government
FUNDO MUNICIPAL DO MEIO AMBIENTE DE INHUMAS - FMMA,09688688000119,,BR,,government
CONSELHO MUNICIPAL DE DIREITOS DA CRIANCA E DO ADOLESCENTE,09720708000191,,BR,,government
QUINQUAGESIMO SETIMO BATALHAO DE INFANTARIA MOTORIZADO (ESCOLA),09722284000102,,BR,,government
QUINQUAGESIMO SETIMO BATALHAO DE INFANTARIA MOTORIZADO (ESCOLA),09722284000285,,BR,,government
ESCOLA DE ENSINO FUNDAMENTAL DEPUTADO FRANCISCO MONTE,09722526000150,,BR,,government
ESCOLA ESTADUAL DE EDUCACAO ESPECIAL PROFESSORA MARIA IVETE CORREA DE VASCONCELOS,09722807000102,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000160,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000321,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000402,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000593,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000674,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000755,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000836,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781000917,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001050,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001131,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001212,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001301,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001484,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001565,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001999,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002022,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002103,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002294,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002375,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002456,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002537,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002618,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002707,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002880,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781002960,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003002,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003185,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003266,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003347,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003428,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003509,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003690,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003770,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003851,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781003932,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004076,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004157,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004238,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004319,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004408,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004580,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004661,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004742,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004823,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781004904,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005048,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005129,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005200,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005390,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005471,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005552,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005633,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005714,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005803,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781005986,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781006010,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781006109,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781006281,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781006362,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781006443,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781006524,,BR,,government
CONSELHO REGIONAL DE MEDICINA DO ESTADO DE PERNAMBUCO,09790999000194,,BR,,government
CONSELHO REGIONAL DE MEDICINA VETERINARIA DE PERNAMBUCO CRMV-PE,09791450000114,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000103,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000294,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000375,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000456,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000537,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000707,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000880,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975000960,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001002,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001185,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001266,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001347,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001428,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001509,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001690,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001770,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001851,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975001932,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002076,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002157,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002238,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002319,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002408,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002580,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002661,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002742,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002823,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975002904,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003048,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003129,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003200,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003390,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003471,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003552,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003633,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003714,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003803,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975003986,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004010,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004109,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004281,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004362,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004443,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004524,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004605,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004796,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004877,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975004958,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005091,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005172,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005253,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005334,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005415,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005504,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005687,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005768,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005849,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975005920,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006063,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006144,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006225,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006306,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006497,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006578,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006659,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006730,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006810,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975006900,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007035,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007116,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007205,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007388,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007469,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007540,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007620,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007701,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007892,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975007973,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008007,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008198,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008279,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008350,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008430,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008511,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008600,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008783,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008864,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975008945,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009089,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009160,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009240,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009321,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009402,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009593,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009674,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009755,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009836,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975009917,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010095,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010176,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010257,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010338,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010419,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010508,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010680,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010761,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010842,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975010923,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011067,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011148,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011229,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011300,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011490,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011571,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011652,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011733,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011814,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975011903,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012039,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012110,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012209,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012381,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012462,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012543,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012624,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012705,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012896,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975012977,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013000,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013191,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013272,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013353,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013434,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013515,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013604,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013787,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013868,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975013949,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014082,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014163,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014244,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014325,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014406,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014597,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014678,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014759,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014830,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975014910,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015054,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015135,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015216,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015305,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015488,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015569,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015640,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015720,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015801,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975015992,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016026,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016107,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016298,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016379,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016450,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016530,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016611,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016700,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016883,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975016964,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017006,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017189,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017260,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017340,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017421,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017502,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017693,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017774,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017855,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975017936,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018070,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018150,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018231,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018312,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018401,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018584,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018665,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018746,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018827,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975018908,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019041,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019122,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019203,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019394,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019475,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019556,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019637,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019718,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019807,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975019980,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020058,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020139,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020210,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020309,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020481,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020562,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020643,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020724,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020805,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975020996,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975021020,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975021100,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975021291,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975021372,,BR,,government
FUNDACAO DE SAUDE AMAURY DE MEDEIROS,09794975021453,,BR,,government
