category,company,project_title,budget,county
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (9)_ Liceul de Arte Ionel Perlea, Slobozia, judetul Ialomita",2520.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (7)_Liceul Gheorghe Sincai, municipiul Targu Mures, judetul Mures",5700.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (5)_Scoala Generala Al. I. Cuza Podu Iloaiei, judetul Iasi",5250.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (10)_ Scoala Gimnaziala nr. 1 Galbinasi, judetul Calarasi",8000.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (4)_Scoala Generala Al. I. Cuza Podu Iloaiei, judetul Iasi",5400.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (3)_ Liceul de Arte Ionel Perlea, Slobozia, judetul Ialomita",4500.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (2)_Scoala Gimnaziala nr.1, Galbinasi , judetul Calarasi",7644.0,Bucuresti
servicii,Servicii de catering necesare derularii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de catering necesare derularii proiectului Integrare prin educatie si ocupare in judetul Dambovita, cofinantat din Fondul Social European prin Programul Operational Capital Uman 2014-2020, Contract POCU/138/4/1/115130",70464.0,Dambovita
servicii,Contract privind achizitia de servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Contract privind achizitia de servicii de catering, cod CPV 55520000-1, desfasurata de FUNDATIA ESTUAR in cadrul proiectului Punem judetul Giurgiu pe harta educatiei din Romania, cod SMIS 106178",213150.0,Bucuresti
servicii,Servicii catering pentru participantii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering pentru participantii la programe de formare profesionala",150273.76,Constanta
servicii,BPI MANAGEMENT CONSULTING ROMANIA SRL,"ormare profesionala Program calificare Operator introducere, validare si prelucrare date COR 413201",477303.36,Bucuresti
servicii,ELECTROPRECIZIA ELECTRICAL MOTORS SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii formare competente digitale avansate",416500.0,Brasov
servicii,GRUP INDUSTRIAL FILLER SI PULBERI SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura de achizitie competitiva conform prevederilor OMFE nr. 1284/2016 - servicii",180000.0,Arges
servicii,PERSPECTIVES CONSTRUCTIONS INVEST SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie servicii de asistenta tehnica din partea proiectantului in cadrul proiectului CONSTRUIRE INCUBATOR AFACERI- PERSPECTIVES, cod SMIS 123258",96371.0,Bucuresti
servicii,Servicii de catering si inchiriere sa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de catering si inchiriere sala",456292.5,Bucuresti
servicii,GLOBAL E BUSINESS SOLUTION GROUP SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Realizare Pagina web",71260.5,Cluj
servicii,IMPOTRIVA SARACIEI si MARGINALIZARII,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii sociale in cadrul proiectului 7 PASI IMPREUNA - SPRE INTEGRARE SOCIALA SI ECONOMICA, IMPOTRIVA SARACIEI si MARGINALIZARII in comuna CORCOVA",214500.0,Bucuresti
servicii,IMPOTRIVA SARACIEI si MARGINALIZARII,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii medicale in cadrul proiectului 7 PASI IMPREUNA - SPRE INTEGRARE SOCIALA SI ECONOMICA, IMPOTRIVA SARACIEI si MARGINALIZARII in comuna CORCOVA",35000.0,Bucuresti
servicii,INTERACT BUSINESS COMMUNICATIONS SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii organizare evenimente POCU 135317",744200.0,Bucuresti
servicii,Pachet de servicii de cazare si masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Pachet de servicii de cazare si masa participanti si echipa de proiect la cursuri de formare in TestIMM",139933.2,Galati
servicii,Reluare procedura achizitie Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Reluare procedura achizitie Servicii organizare evenimente_sesiuni de informare_Loturile 3,4 si 6_ID 128525",2352.0,Iasi
servicii,Reluare procedura achizitie Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Reluare procedura achizitie Servicii organizare evenimente - sesiuni de informare, Lotul 1 si Lotul 2, ID 127384",2187.0,Iasi
servicii,EU-ROM TRAINING AND CONSULTANCY SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Implementarea Proiectului nr. 121699, lntitulat:  COMPETENT  Dezvoltarea competentelor profesionale pentru un loc de munca mai bun in vederea achizitionarii private si prestarea unor servicii de catering in cadrul proiectului prin semnarea unui contract de prestari servicii",302808.0,Bucuresti
altele,-,-,70500.0,Bucuresti
altele,-,-,391800.0,Bucuresti
altele,-,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii organizare evenimente de identificare, recrutare si selectie GT - 337165",70500.0,Bucuresti
altele,-,-,178000.0,Iasi
altele,-,-,26367.01,Bucuresti
altele,-,"Anunturi [proceduri de achizitie, beneficiari privati]: ANUNT PRIVIND ACHIZITIA DE Masina pentru taiat tabla",185400.0,Brasov
altele,-,-,545599.68,Bucuresti
altele,ACHIZITIA DE Presa hidraulica pentru indoit tabla cu set de accesorii,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIA DE Presa hidraulica pentru indoit tabla cu set de accesorii",565650.0,Brasov
altele,ADM ROMANIA LOGISTICS S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de montaj si punere in functiune snecuri maturatoare",1411650.24,Constanta
altele,ASOCIATIA ROMANA PENTRU PROMOVAREA SANATATII,-,558499.68,Bucuresti
altele,ASOCIATIA ROMANA PENTRU PROMOVAREA SANATATII,-,545599.68,Bucuresti
altele,ASOCIATIA ROMANA PENTRU PROMOVAREA SANATATII,-,70500.0,Bucuresti
altele,D.A.L. TRAVEL SRL,-,462300.0,Bucuresti
altele,FEREXPERT PVC SRL,-,35000.0,Teleorman
altele,FEREXPERT PVC SRL,-,6995.0,Teleorman
altele,LOGIC ECOMSOL SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie pachet de servere",678168.39,Braila
altele,MIGAB FOREST SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: DA 3 - Achizitie echipamente conform buget proiect",1925931.69,Prahova
altele,MIGAB FOREST SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: DA 2 - Achizitie echipamente conform buget proiect",10358905.5,Prahova
altele,PLASTICA SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie servicii de management de proiect",326512.5,Satu Mare
altele,Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare de evenimente de recrutare (9 evenimente) in cadrul Proiectului Economia Sociala - Vector de Integrare Europeana Sustenabila (ES-VIES) cod SMIS POCU/449/4/16/128489",49275.0,Brasov
altele,Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare de evenimente de informare (9 evenimente) in cadrul Proiectului Economia Sociala - Vector de Integrare Europeana Sustenabila (ES-VIES) cod SMIS POCU/449/4/16/128489",131400.0,Brasov
